""|"label"|"predicted"|"60"
"1277"|"statement"|"statement"|"Ok so i admit we used a G****** coupon for this Saturday lunch but after our visit today  we will become regulars when in this part of the city."
"1278"|"statement"|"statement"|"If the 3 waitresses are busy and hence delay the service which is forgivable but all I saw was 3 waitresses look a bit lost and don't know what they are doing, walking up and down for nothing."
"1279"|"statement"|"statement"|"She asked us to wait while she clears the table, and later sat us near a corner where we can comfortably push the pram to."
"1280"|"statement"|"statement"|"What's popular now is boneless chicken rice, where they skillfully remove all the bones, either from the breast or thighs and serve it beautifully presented on a plate."
"1281"|"statement"|"statement"|"Here is where we opted to share a cheese plate."
"1282"|"rhetoric"|"question"|"Made my reservation via the ever trusty Chope, but based on the crowd when I got there, I don't think you'll need one... still, I always think it's better to be safe than sorry right?"
"1283"|"statement"|"statement"|"I don't know what is in the sauce (light colored and very minimal) but it sure packed a punch."
"1284"|"statement"|"statement"|"Perhaps I'm used to the U.S. portions, when served I was thinking what a small bowl for the price."
"1285"|"statement"|"statement"|"came here a few times when having meetings in the Pan Pacific."
"1286"|"statement"|"statement"|"Spotted lots of Japanese ladies and men having lunches and tea breaks there and it sure added to the whole jap muji-like feel of the place and that is why this place has 5 stars from me (plus the clean washrooms and plugs too)!"
"1287"|"statement"|"statement"|"They never seem to have it in stock, and the waitress gave me such an attitude when I asked when they would have it again."
"1288"|"statement"|"statement"|"This shop is the other reason why I'd visit Adam Road Food Centre (apart from the Nasi Lemak, of course)."
"1289"|"question"|"question"|"You know how at most food joints, where you have to portion your meat and vegetables accordingly to your carbs?"
"1290"|"question"|"question"|"how do i qualify for the promotion? "
"1291"|"statement"|"statement"|"After many a meal at hawker centres, my friend and I decided that some wings were what we were missing in our lives."
"1292"|"statement"|"statement"|"And when they say gourmet, they mean gourmet."
"1293"|"statement"|"statement"|"This is my safe brunch place, when we can't quite make up our minds where to go, we always end up here."
"1294"|"statement"|"statement"|"I guess I was expecting more on the menu but when the choices were limited to just burrito, burrito bowl, quesadilla and buffalo wings, it kinda deflated my enthusiasm."
"1295"|"question"|"question"|"In a related aside, where is the finesse in a rice bowl with supermarket fish-cake, egg and basic enoki mushrooms?"
"1296"|"statement"|"statement"|"Paying only with the manager who don't have any idea about nothing!"
"1297"|"statement"|"statement"|"Namely, Whoever has the most toys when he dies wins."
"1298"|"statement"|"statement"|"Hmmm...maybe they are looking to a hire a freelance graphic designer who could help with that...I'm available!"
"1299"|"statement"|"statement"|"The kitchen is glass, but you can't really see from your seat, only when you're walking in/out."
"1300"|"question"|"question"|"Well, truly what do you think the odds are of having tacos in Singapore?"
"1301"|"statement"|"statement"|"Colleagues who have ordered the teh tarik say that it's quite good."
"1302"|"statement"|"statement"|"The cleaners are generally fast enough when clearing cutlery from previous customers, but there is no place to return your own trays to speed up the process."
"1303"|"statement"|"statement"|"Lastly, the Tyrwhitt's Wings... Who doesn't like Teriyaki infused chicken wings."
"1304"|"statement"|"statement"|"I particularly like it when i eat it with the ice cream."
"1305"|"statement"|"statement"|"and was eager to try it out here when I read that they opened about a month ago."
"1306"|"statement"|"statement"|"Tiara, the young lady who is running the place for the family is very sweet, curious to my palette as an American pizza lover and accommodating for any questions I had regarding the menu and the city in general!"
"1307"|"statement"|"statement"|"I usually come here for a meal with my girlfriends when we don't feel like having too heavy."
"1308"|"statement"|"statement"|"knowing what to expect I might be able to use some condiments to touch it up a bit in the future."
"1309"|"statement"|"statement"|"Food is good but slightly overpriced for what it actually is."
"1310"|"statement"|"statement"|"They have beer samplers if you can't decide what you like."
"1311"|"statement"|"statement"|"Those who are adverse to spicy food will be able to handle this pot easily as the curry is NOT spicy at all."
"1312"|"statement"|"statement"|"I didn't think much of this one, but when the day I decided to venture out to get my chilli crab fix turned out to be a stormy day filled with rainstorms, I had to choose the easiest to get to."
"1313"|"statement"|"statement"|"It would be great if there were separate male and female cubicles, because sometimes I really have to pee (especially when I drink) but then there might be some guy shitting inside :(."
"1314"|"statement"|"statement"|"The only problem with an open kitchen, as well as the background music, was that I couldn't hear much when the chefs introduced the dishes."
"1315"|"statement"|"statement"|"(Ok, here is where I got a bit sarcastic, I admit that)."
"1316"|"statement"|"statement"|"It all costs no more or less, but you get what you drink for a flat price."
"1317"|"statement"|"statement"|"I was given a table near the front where the glass windows were and that was good."
"1318"|"statement"|"statement"|"I immediately asked her where she bought it from and that was the time when i first introduced to Tampopo."
"1319"|"statement"|"statement"|"I go to Carl's Junior when I need my dirty, oily, greasy fix."
"1320"|"statement"|"statement"|"We ordered a lamb pide after plucking up the courage to ask the people at the table next to us what it was they were eating."
"1321"|"statement"|"statement"|"TRY IT WHEN YOU ARE IN SINGAPORE!"
"1322"|"statement"|"statement"|"Service is excellent and prices are fair for what it's worth ($50-60 pp with no alcohol, although we did order bottled water)."
"1323"|"statement"|"statement"|"The others are also good though not as good as what you can get in some well known hawker stalls."
"1324"|"statement"|"statement"|"Don't refuse the sambal when they ask."
"1325"|"statement"|"statement"|"It's a very casual setting for days where you just want somewhere to relax and ignore the world."
"1326"|"statement"|"statement"|"I don't know what Hawaiian food is, but at this Maison we tried their burgers, salads, and soup."
"1327"|"statement"|"statement"|"It was topped with duck confit but if you're feeling like that, I would highly recommend instead to go for the mixed charcuterie platter where you get alot more with a wide selection of tender quality cold cuts."
"1328"|"statement"|"statement"|"Walking around trying to think of what to eat for dinner, my husband pointed to this tiny shop."
"1329"|"statement"|"statement"|"Overall much to expensive for what you get."
"1330"|"statement"|"statement"|"Afterwards, they give you a questionnaire about what you ate and THEN show you on a tablet what all the dishes were."
"1331"|"statement"|"statement"|"A bit pricey since we are paying for some historicity here, especially when you get to taste some of the old unchanged flavours dim sum in a old HK setting."
"1332"|"statement"|"statement"|"This problem is INTENSIFIED when purchased through McDelivery."
"1333"|"statement"|"statement"|"I think avoiding the Beef Hor Fun for a couple of visits was probably working in my waistline's favour what can I say."
"1334"|"statement"|"statement"|"It felt like a place where one could relax and chat with friends for hours."
"1335"|"statement"|"statement"|"The ordering system is too high tech for me and I find it takes longer when the place is not busy."
"1336"|"statement"|"statement"|"The reason why I love their Lor Mee so much is because of their thick gravy sauce."
"1337"|"statement"|"statement"|"My husband, who often has half a bowl of soup left over in his ramen bowls, polished off the whole bowl of splendid broth."
"1338"|"statement"|"statement"|"I am also not sure what made it cajun."
"1339"|"statement"|"statement"|"Spizza is a decent place serving thin crust pizzas - great for dining there when you're not feeling particularly hungry."
"1340"|"question"|"question"|"I've seen the world, done it all Had my cake now Diamonds, brilliant, in Bel-Air now Hot summer nights, mid July When you and I were forever wild The crazy days, city lights The way you'd play with me like a child  Will you still love me When I'm no longer young and beautiful?"
"1341"|"statement"|"statement"|"The heavy taste of the soup is one of the reason why customers keep returning back to the place."
"1342"|"statement"|"statement"|"Great place for a meetup with friends where food isnt the focus."
"1343"|"statement"|"statement"|"First of all they do not serve the three meats shabu shabu, who knows why, despite the fact it is on the menu!!!!!"
"1344"|"statement"|"statement"|"Expensive for what we got."
"1345"|"question"|"rhetoric"|"If your restaurant is empty, why were some menu items unavailable?"
"1346"|"statement"|"statement"|"Give yourself some time because either one of these food courts is make you spend some time walking around and just looking for what they have."
"1347"|"question"|"question"|"Served with a small scoop of what tasted like bread-pudding ice-cream and some crumbs of what we speculated were nuts, oatmeal, cookie crumbles and crust of carrot cake?"
"1348"|"statement"|"statement"|"Another 10 mins later when we checked with them again, we found out that they forgot our order (which they didn't tell us directly but we saw and overheard the commotion)."
"1349"|"statement"|"statement"|"I find it incredibly offensive when restaurants try to pull a fast one on their customers."
"1350"|"statement"|"statement"|"Another reason why its one of my favourite joints to eat at around the CBD area - I've never had to wait or hover around for a table - it seems that this place attracts a greater take-away crowd, so there's always plenty of room for you to sit down for lunch there."
"1351"|"statement"|"statement"|"They lead you to a table where they help you feel around and get acquainted with your space."
"1352"|"statement"|"statement"|"nice brunch places, please "
"1353"|"statement"|"statement"|"The space is quite open and there is plenty of space for larger groups from what I can remember."
"1354"|"statement"|"statement"|"I remember coming here when I was a kid with my dad and his co workers."
"1355"|"statement"|"statement"|"It gave the dessert a sweet ending when we got to the bottom."
"1356"|"statement"|"statement"|"Living in Singapore, I end up eating more chicken and pork than seafood or beef, and finally there was a night where I wanted to grab a steak but not necessarily pluck down $200 at Cut."
"1357"|"statement"|"statement"|"For me, it was really worth it especially when you consider the creativity, mixture of ingredients, presentation and passion that went into each dish."
"1358"|"statement"|"statement"|"My kids love the outdoor playgrounds that's why I come here whenever I need to relax or meet up with someone."
"1359"|"statement"|"statement"|"This is the only place that I know who has this choice."
"1360"|"statement"|"statement"|"It's a family oriented restaurant where there's a children's section near the roast food section for kids to play, run around and eat at."
"1361"|"statement"|"statement"|"My friends and I love it so much that the waitress got a big shocked when we order 5 servings of it for a table of 8  (15pcs)"
"1362"|"question"|"question"|"You know the ones where they ask you three times if you really like spicy?"
"1363"|"statement"|"statement"|"The place was packed and waiting time was about 45 minutes when I overheard a staff telling a customer as I was leaving the place."
"1364"|"statement"|"statement"|"For the rest who prefer a combination of rice and noodles, definitely order their set meals which serve up a generous half portion of ramen and a half portion of rice."
"1365"|"statement"|"statement"|"I wait eagerly to see what will be up next."
"1366"|"statement"|"statement"|"I wasn't sure what they hype was with Cold Stone."
"1367"|"statement"|"statement"|"I wish they had more Dong Bei dishes, but it seems that the dishes here are the ones probably what the locals will pay premium for."
"1368"|"statement"|"statement"|"The vatos burrito with kalbi(can choose different meats) was ok. Not great but ok. Kalbi, kimchi, fries etc sounds like it should be good but actually it's a bit too solid a food when compacted together."
"1369"|"statement"|"statement"|"Well, You just don't want to count your calories when you are eating it."
"1370"|"statement"|"statement"|"This is the cleanest outdoor food centre and they even have this foreign concept where people are encouraged to return their own trays after their meal."
"1371"|"statement"|"statement"|"Always  want to drop by this small store to get a set of takoyaki when visit orchard."
"1372"|"statement"|"statement"|"I heard all about the chicken rice spat and I came to the Maxwell Food Centre (in late Dec 2012) to try Ah Tai's chicken rice to find out for myself what the commotion was about... but I only heard crickets."
"1373"|"statement"|"statement"|"Just a note of caution if you're thinking of heading here for bak chor mee: They're supposed to close at 9 pm, but their actual closing time is when they run out of ingredients for the day, which, on the day I visited, was 7.30 pm."
"1374"|"statement"|"statement"|"Well my response would be that a restaurant is only tested through their handing of issues, and their interaction with their customers, not when someone rates 5 starts for ordering a glass of wine, which requires no thought, I don't feel this is representational of the restaurants ability to serve, and thus earn their 5 star rating."
"1375"|"statement"|"statement"|"The passion of several entrepreneurs, who has worked in various sectors including F&B, advertising, hotels and even in fitness lead to the formation of an industrial-chic cafe called My Awesome Cafe."
"1376"|"statement"|"statement"|"Apparently, a little history lesson from Stefan, the uncle who owns Mongkok fell out with his nephew who then established that spot and both pointing fingers at each other that each had stolen each others' recipe."
"1377"|"statement"|"statement"|"The waitresses must have refilled my tea cup 7 times, but it was an opaque cup, so they must have been paying attention to the angle of the cup when I was sipping in order to guess how much liquid was still inside."
"1378"|"statement"|"statement"|"From what I hear, Ye Yint Cafe has been around for a long time and was recommended to be authentic by some Burmese people I've met out here."
"1379"|"statement"|"statement"|"also, when she made the reservation, the restaurant was adamant that there was a a strict dress code."
"1380"|"statement"|"statement"|"I'm caught in between opinions when it comes to this store and here's my experience -  I was lucky enough to join the queue on a Saturday morning minutes before noon and only queued about 30mins for this ( I heard it can be up to an hour plus)."
"1381"|"statement"|"statement"|"Good when you managed to get hold of someone, bad because had to wait a while before someone noticed you are ready to order."
"1382"|"statement"|"statement"|"At that moment when I took my first bite of it, I knew my taste buds were in for a treat (and so is my tummy) for the night."
"1383"|"statement"|"statement"|"However what I got in the end was a small salad with some mediocre pork belly on top."
"1384"|"statement"|"statement"|"The food smelled really good from where I was and so I decided to grab a bite there."
"1385"|"statement"|"statement"|"Service - there isn't any queue on most days but even when there is one, it moves quickly."
"1386"|"statement"|"statement"|"Which is to say, pop by when you're hungry and don't feel like kebab, or something a bit upmarket at other parts of the Arab St area."
"1387"|"statement"|"statement"|"On a visit to Singapore one must visit the famous Long Bar at The Raffles Hotel where you must treat yourself to the popular & extremely expensive & original Singapore Sling."
"1388"|"statement"|"statement"|"A lot of the dissatisfaction also has to do with our sushi chef, who moved in a very inefficient manner, wasting a lot of time putting something down, picking it up, putting it down again, cutting tuna, then cutting ika, then going back to cut tuna... and made us mildly concerned since he was opening cupboards and doors in between cutting raw fish and making sushi (all sans gloves of course, which is expected), and using the same cloth to wipe his cutting board, his knife, his chopsticks, his hands, and his forearm."
"1389"|"statement"|"statement"|"aunty can be sweet too, IF you follow a few simple rules: 1) do stay at least one metre away from the stall when queuing."
"1390"|"statement"|"statement"|"I should have realized that when I was getting a glass of French Merlot in Singapore for $13."
"1391"|"statement"|"statement"|"For days when we require meat for parties, I'll get the whole slab of good quality meat back home to serve."
"1392"|"statement"|"statement"|"We were torn between two wines and not only did he explain both to us, he also helped us make a choice quickly - by actually suggesting something and not simply saying 'it's up to what you prefer'."
"1393"|"statement"|"statement"|"The dish was warm when it arrived to our table."
"1394"|"statement"|"statement"|"Overall, if you're one of those people who tries things out for the reputation, do it."
"1395"|"statement"|"statement"|"It was around lunch time and there were many other brave knights who had braved the CBD heat to Icon and were waiting be around for their orders."
"1396"|"statement"|"statement"|"Service was friendly and very brisk, you don't have to really wait long for your drinks to arrive, even when there's a large crowd."
"1397"|"statement"|"statement"|"Considering the ambiance and price, this is a great place to go for special occasions with the family, or celebrating a milestone birthday or job promotion with friends who are picky!"
"1398"|"statement"|"statement"|"Not sure what a reservation means, thought it meant reserved to me."
"1399"|"statement"|"statement"|"You will be presented with the various options of meat and the server explains to you what the specifics of the meat are.I personally like the 'Bone in Filet Mignon' medium rare paired with a nice red wine."
"1400"|"statement"|"statement"|"Of course none of this matters when you live in Singapore and develop a craving for some, any good US barbecue joints."
"1401"|"statement"|"statement"|"4) Fresh Orange Juice - unlike many restaurants and even hotels that advertise fresh orange juice, this is actual fresh orange juice (not sure why this is a foreign concept given how big Singaporeans are on fresh juice) 5) Coffee - good coffee but not the biggest fan of their iced coffee for some reason  Highly recommend coming here for good bagel or pastrami sandwich."
"1402"|"statement"|"statement"|"As a hard truth, the chicken tasted best when doused with the bourbon maple butter sauce."
"1403"|"question"|"question"|"Want some really good hand-made soba that's comparable to what you can get in Japan?"
"1404"|"statement"|"statement"|"Besides they don't tell you what is the food about."
"1405"|"statement"|"statement"|"Owner Derrick together with the team headed by Chef Naz, who has a background in malay cuisine and trained in Italian cooking; came up with an array of modern european dishes with a local twist."
"1406"|"rhetoric"|"rhetoric"|"Alas, why they allocated such a little quantity to its outlet?"
"1407"|"statement"|"statement"|"This restaurant is located at the top level of suntec and gives a nice view to customers especially when they are dining and looking down to the 1st floor."
"1408"|"question"|"question"|"Dear Singapore, what do you have against dry napkins?"
"1409"|"statement"|"statement"|"And this is what makes Loo's such a delight."
"1410"|"statement"|"statement"|"Win-win all around (especially when you start thinking of about the carbs + fat + cheese + calories on the menu)."
"1411"|"statement"|"statement"|"We were very disappointed but made do with what we had."
"1412"|"question"|"question"|"Cant finish the awesome tarts and dont know what to do with them?"
"1413"|"statement"|"statement"|"If truly your food portions are dependent on the fluctuating costs of the ingredients, then I'd rather spend my money somewhere else- where they don't think that 6-7 mussels would matter and make them a loss."
"1414"|"statement"|"statement"|"Seriously despite the low rating, this is possibly the ONLY food delivery option if you find yourself hungry after midnight and I guess that's why they are still in high demand."
"1415"|"statement"|"statement"|"Considering the amount of choice around Orchard, I don't understand why there are so many customers."
"1416"|"statement"|"statement"|"Recommended by a close chef friend of mine who insisted I should give a try, I finally made my way down to Swee Choon after a night of partying and was left impressed."
"1417"|"statement"|"statement"|"As it was so last minute, we weren't sure where we would be eating so we decided to walk down Boat Quay and find something that would be to both our liking."
"1418"|"statement"|"statement"|"The whole concept is semi self service, so you order at a counter, you pick our your own bottle, and they bring it to your table when it's ready."
"1419"|"statement"|"statement"|"All of the items come with a photo which is nice for those who might not be familiar."
"1420"|"statement"|"statement"|"As most tables were under reservations, we were showed to a table by the entrance, which was a bit annoying as most people who walked past inclined to take a peek at what we were eating."
"1421"|"statement"|"statement"|"Let me know what you think!"
"1422"|"statement"|"statement"|"Pricing was steep ($8) but hey, you get what you pay for."
"1423"|"statement"|"statement"|"Spacious and authentic decor explains why even the locals like it here."
"1424"|"statement"|"statement"|"Just like other local dishes, there are different requirements to what makes a good bowl of fish soup in Singapore even to locals."
"1425"|"statement"|"statement"|"The baked goods weren't spectacular, but that's because we're spoiled with delicious California baked goods and cheap/fresh Taiwanese bakery bread when we travel."
"1426"|"statement"|"statement"|"Depending on what is your mood there is a place for you."
"1427"|"statement"|"statement"|"don't get me wrong i am fine with this, but tell me up front when i sit down that i have to pay cash and dont play dumb once i get my bill (which wasn't exactly cheap)."
"1428"|"statement"|"statement"|"They need to add some jam as a condiment for those who want it."
"1429"|"statement"|"statement"|"For S$5.50 you can get a big bowl of salad (from any of the 4 - 5 salad shops operating there) when the same bowl of greens can easily cost you 15 or more in the fancy cafes around telok ayer and raffles place."
"1430"|"statement"|"statement"|"But that's where the good stuff ends."
"1431"|"statement"|"statement"|"We started out an assortment of sashimi, namely golden-eyed snapper, medium fatty tuna, arc shell, and what looked like either Spanish or horse mackerel."
"1432"|"statement"|"statement"|"So for those who doesn't really eat spicy, this laksa should be good."
"1433"|"statement"|"statement"|"Very tasty, well cooked scallops on a bed of spinach with what I think was confit garlic."
"1434"|"statement"|"statement"|"We also ordered a taco but even now as I'm writing this review, I cant even remember what kind of taco we ordered."
"1435"|"statement"|"statement"|"It's what I like to assume is the best balance of carbs and veggies ;)  Admittedly, service was a bit spotty, but not enough to deter me from enjoying my experience."
"1436"|"statement"|"statement"|"The chicken itself was melt-in-your-mouth delicious, the rice full of oily flavor; all incredibly delicious when topped with thick soy sauce and chili."
"1437"|"statement"|"statement"|"Where everyone is treated as an equal,  and where the lines know no end."
"1438"|"statement"|"statement"|"L  In short, the place offers you a great evening, is centrally located, and is much bigger on the inside than what the facade suggests."
"1439"|"statement"|"statement"|"Steamed carrot cake was also a little too tough and bland for my preference - I really prefer it when the texture is softer with more flavour (I'm thinking of the one at Wah Lok@Carlton Hotel as an example)."
"1440"|"statement"|"statement"|"So for those of you who shun the sun, come at night!"
"1441"|"statement"|"statement"|"IMO the best in Singapore, where the noodles is very eggy and it's cooked like an al dente pasta."
"1442"|"statement"|"statement"|"Nothing super classy, which is a good change in singapore where a lot of good restaurants seem to have a classy/chic ambiance."
"1443"|"statement"|"statement"|"The Toastbox is like any other Toastbox and it has a good selection of egg tarts, probably targeting the office workers in the neighbourhood who pop by for tea."
"1444"|"statement"|"statement"|"In almost every way, this is exactly what Viva Mexico is."
"1445"|"statement"|"statement"|"Great place if you have no idea what to eat, they have everything!"
"1446"|"statement"|"statement"|"The hostess stand had an iPad where we checked in digitally and received texts regarding the status of our table."
"1447"|"statement"|"statement"|"The Fairmont Gold Floor incl the lounge is pretty nice, the offerings in the evening for cocktail and snack hour are of good quality and definitely in the upper range of what the chain hotels offer."
"1448"|"statement"|"statement"|"It has all been said before, only for those who have not been to Singapore, you cannot understand it until you have made your way to Singapore.. And in the world of chicken and rice and the lines that follow, as Yoda says, There is no try, only do."
"1449"|"statement"|"statement"|"Originated from Osaka, Japan, this place is famous for their kazan (volcanic) ramens, where their famed tonkotsu broth is poured onto the ramen on a stone bowl and cooked until the steam comes out (which according to them is volcanic eruption!)."
"1450"|"statement"|"statement"|"Final verdict: Mr You Tiao knows very well what works well with the beloved dough and is not afraid to whip it up and serve it!"
"1451"|"statement"|"statement"|"I did however only pay $80 because of the $100 voucher, which means I actually found it still a wee bit pricy for what it was worth."
"1452"|"statement"|"statement"|"The place wasn't full which was great, if you're looking for a place where you can have a conversation without shouting."
"1453"|"statement"|"statement"|"I like Coffee & Toast when I have a craving for a Singaporean breakfast."
"1454"|"statement"|"statement"|"I supposed this has become a tourist attraction and gone are the days where cheap and good can go hand in hand."
"1455"|"statement"|"statement"|"For one who do not like basil, it really tastes very good."
"1456"|"statement"|"statement"|"Will be back again when I crave a reuben!"
"1457"|"statement"|"statement"|"nah, i am having fun what "
"1458"|"statement"|"statement"|"Bangkok Jam is another concept by Creative Eateries, the same group who run Siam Kitchen, Sho-Teppan and Suki-ya."
"1459"|"statement"|"statement"|"It depends on what is available during that season really."
"1460"|"statement"|"statement"|"The whole place is as auhentic as it gets, and it serves what is undoubtedly the best briyani in Singapore."
"1461"|"statement"|"statement"|"One down side is that the prices can be pretty steep for what one may consider as an 'upmarket' bread talk (or a korean Tiong Bahru Bakery)."
"1462"|"statement"|"statement"|"Service was good but nothing outstanding, just what you would expect from such an establishment."
"1463"|"statement"|"statement"|"I wouldn't pair wines again, but I'd do that menu again no matter what was on it."
"1464"|"statement"|"statement"|"A bit run down a dirty as well, which I guess is part of the experience but don't expect a nice dining experience : the setting is definitely simple, especially in the tables in the back where roaches are never far."
"1465"|"statement"|"statement"|"It tastes very distinctly of fresh prawn here, compared to other places where it may taste more like fish or fish cake."
"1466"|"statement"|"statement"|"Ever since El Quesito Peque?ito bounced into our lives, El Queso Grande has been, shall we say, extra protective... Of his cheese...   After all, even a small baby who loves cheese sauce will someday grow into a small toddler with an ever larger appetite for cheese cubes, large and small..."
"1467"|"statement"|"statement"|"My wife had what she described as the best burger she has had in Singapore."
"1468"|"statement"|"statement"|"Well, it is a good snack, crispy when it first came."
"1469"|"statement"|"statement"|"So if you're someone like me who needs rice, it doesn't make sense to eat ala carte here."
"1470"|"statement"|"statement"|"the desserts here smacked of a kitchen that rather knows what it's doing - but which could use improvement."
"1471"|"statement"|"statement"|"Recalling what I had on my last two visits, I chose an array of sweet bread which tasted almost new to me."
"1472"|"statement"|"statement"|"HOWEVER, it seems as though many others have realised this because when I walked past the store on a friday night, the queue was CRAZY and stretched all the way out of the mall into the road leading up to the carpark (a very hot and smelly wait)."
"1473"|"statement"|"statement"|"I waited for my food but when it came it was worth the wait; it is cooked fresh and the lamb tikka was so tasty."
"1474"|"statement"|"statement"|"The service was good, with constant topping up of water and removing of plates when done."
"1475"|"statement"|"statement"|"So that's what we did ~  Our drinks came first."
"1476"|"statement"|"statement"|"I've been dining here for years when I'm lazy to dress up to eat elsewhere or when I just don't feel like spending a lot on food."
"1477"|"statement"|"statement"|"Excited to go back when I wasn't sweating and smelly, Jerry decided to join me."
"1478"|"statement"|"statement"|"The desserts here looks awesome too.. and I don't know if anyone knows this but there's a tunnel that goes straight to where One Fullerton."
"1479"|"statement"|"statement"|"The lack of seating to me is a problem as we pay a premium for coffees and hot chocolates and I do it when I want to chill and have a chat/crowd watch."
"1480"|"statement"|"statement"|"A short walk from Boon Keng MRT Station, this food centre is very popular among local residents and people who work at the nearby industrial area and offices."
"1481"|"statement"|"statement"|"The brussel sprouts here don't taste as bitter or have as much of brussel sprout taste as what you would get in California."
"1482"|"statement"|"statement"|"The worse part was when our server took the lid off the pot of mussels we ordered."
"1483"|"statement"|"statement"|"The short of it is: exceptional ingredients, skilfully prepared, by a chef who has a great palate."
"1484"|"statement"|"statement"|"Cooking is sometimes a long process and when you have 3 kinds of it...you'll have to cut corners to make a profit."
"1485"|"statement"|"statement"|"As a result, the front of the restaurant where the reception counter is, gets rather crowded with people milling around."
"1486"|"statement"|"statement"|"Only real shocker when the bill came was that the focaccia (pizza bianca) cost $12.80."
"1487"|"statement"|"statement"|"Our favorite east coast eatery introduced by a buddy who bailed for vietnam!"
"1488"|"statement"|"statement"|"One wonders why this doesn't feature in more minced pork noodles sold everywhere because it makes such a good combination!"
"1489"|"statement"|"statement"|"A must try for anyone who like real bbq!"
"1490"|"statement"|"statement"|"After sitting at a seat close to the fountain where the sun was beating down on me, I felt rather hot and decided to get something to cool myself down."
"1491"|"statement"|"statement"|"But that's little consolidation when half of what's being brought isn't the food you ordered."
"1492"|"statement"|"statement"|"In my opinion what sets their Xiao Long Bao apart is the soup filling, which has a better, tastier flavour."
"1493"|"statement"|"statement"|"+ They were out of Char Siew when we ordered around 6:30pm, so we ordered the soya chicken rice and noodle."
"1494"|"statement"|"statement"|"Just when you think Singapore does not have that much new to offer it surprises you."
"1495"|"statement"|"statement"|"Three times bigger than the original outlet, what this means is that you can finally sit down and enjoy your croissants and kougin amans in peace without having people bump into you or trying to yell over the din."
"1496"|"statement"|"statement"|"While the dishes may change each day due to the availability of produce in the market, the restaurant should offer a printed menu at least after dining so that I can remember what I had and which one of the eight philosophies it was suppose to invoke."
"1497"|"statement"|"statement"|"The following was what we had:  - Crackers were served the moment we sat down: It resembled the crackers they put in the prosperity Yu Sheng, except this was crunchier and more addictive."
"1498"|"rhetoric"|"rhetoric"|"You can get Ippudo originals here too, but why not try something different?"
"1499"|"statement"|"statement"|"At the end of eating her meal, the guy who tricked my wife, tells us the bill is $130 Singapore dollars!!"
"1500"|"statement"|"statement"|"They also didn't bother to explain what fish was on the sushi, so I can't tell you much about it."
"1501"|"statement"|"statement"|"We were under the impression that for 22 SGD we would be able to split the pineapple rice between all four of us but this was not the case, so food price at this restaurant could be considered expensive for what it is ($$$)."
"1502"|"statement"|"statement"|"You'll need to do a bit of detective work to find exactly where the nondescript entrance to this place is."
"1503"|"statement"|"statement"|"For a fine dining establishment, I expected top notch service such as napkin placement when you are seated, napkin folded when you leave your seat, and a better explanation of each dish."
"1504"|"statement"|"statement"|"We use their iPad to place our orders and had a personal server who most wait on us."
"1505"|"statement"|"statement"|"Also, they didn't serve what we felt are the traditional garnishes: bean sprouts, basil, and lime."
"1506"|"statement"|"statement"|"But when we wanted to add some dessert, we were told that we can no longer use another groupon, because she has already scanned."
"1507"|"statement"|"statement"|"I ordered the Truffle Ramen (my heart ached a bit when I saw that it was $38 before tax), then looked through the rest of their offerings."
"1508"|"statement"|"statement"|"Per Muji's recommendation, be sure to grab the seat first and place a metal table tent on it reserving it to guarantee your spot when you get out of the line."
"1509"|"statement"|"statement"|"The Roasted Pork Collar The very hot pot came to us with two other sides and you will go WOW when the lid is opened."
"1510"|"statement"|"statement"|"There are places where you go just for the food or just for the atmosphere, or both."
"1511"|"statement"|"statement"|"Three of us arrived at 3pm when high tea starts and were told they were already out of the Oriental Tea menu, meaning no dim sum appetizer."
"1512"|"statement"|"statement"|"We ate at the sushi bar where you place your order by grabbing the menus, a pencil and paper and simply write down what you want."
"1513"|"statement"|"statement"|"I attended a work related event here 2 month's ago, which means this is on the sell side radar/price point (see my review of Lucho Luca for what this entails)."
"1514"|"question"|"question"|"We took the buffet because it made sense to pay $25 to try a few flavors since even though he's half Korean, we both had no idea what Yamyung (?)"
"1515"|"statement"|"statement"|"I must spend way to much time looking at Google Maps because when I discovered this place I knew that I had to check it out (especially being such a book nerd)."
"1516"|"statement"|"statement"|"Yes, it does get crowded, so get there when it opens."
"1517"|"statement"|"statement"|"and an indian meal just isn't complete without a curry or daal, especially when you have delicious naan to sop it up with."
"1518"|"statement"|"statement"|"The taste was amazing, where the crepe is still a bit warm and the ice cream is still cold."
"1519"|"statement"|"statement"|"$32  Rhubard with ginger caramel, lingonberry ice cream & roasted white chocolate - now this is mind blowing and this is coming from a person who doesn't really like desserts in general."
"1520"|"statement"|"statement"|"Be forewarned, there is no where nearby to sit."
"1521"|"statement"|"statement"|"It was bland  Shrimp cooked where no flavor Anyway you can give it a try but I'm not sure if I will be back"
"1522"|"question"|"question"|"what is the opening hours? "
"1523"|"statement"|"statement"|"Overall a nice place in a nice area, but couldn't help but feel a little underwhelmed when leaving."
"1524"|"statement"|"statement"|"Overall it's good  The only downside is that I was gives a two beds room where I have requested for a kingbed."
"1525"|"question"|"question"|"So where did things go downhill?"
"1526"|"question"|"question"|"can i quit my job? "
"1527"|"statement"|"statement"|"Staff here were very friendly when we were there, and we were lucky to have visited the cafe at a not so busy hours that we could get in straight away without any wait."
